age,income,tenure_months,region,segment,risk_score,num_products,is_premium,usage,engagement,complaint_count,credit_util,y,y_class
37.47256730758667,19676.98098446595,25,Northeast,Mass,93.80302867519669,2,0,10.20940070868342,37.46738015201436,3,0.6524278118780885,1310.9037439576628,1
29.9994388112694,39583.29186366749,15,Midwest,Mass,59.861544772510655,0,1,7.48806283380928,58.87421614901624,0,0.5532959015014092,735.4809571336444,0
29.270350244953615,58652.73621222499,20,Midwest,Private,40.17853324308188,3,0,29.188430524122975,83.01771107453973,2,0.19877425189126,146.6841205268747,0
19.803642093694123,27769.809975190477,29,South,Mass,47.685137174070896,3,0,6.595625674706872,74.83019935652335,0,0.12352250414491055,47.638219840966116,0
53.84230682252289,32332.73826575804,29,South,Mass,64.07756249983169,1,0,21.094064593122237,56.97233803106174,0,0.3253348864697292,133.61720147452513,0
48.54923503488575,57144.14453819586,13,South,Affluent,61.88737512006995,1,0,22.807755618780288,67.26511080056578,1,0.4782724709714312,198.94023377966914,0
38.59934558713771,20198.906061694146,10,Midwest,Mass,63.140978653393425,6,1,27.036433115386597,45.070990434911515,0,0.4015252288233048,139.202167713493,1
42.619217309948645,51900.102502786314,37,West,Mass,64.04887126545445,2,0,23.817595352018703,46.40867144272475,3,0.7314305095806586,317.41934548209906,1
38.85236721104351,15703.633734796775,35,Midwest,Mass,56.725875508721494,2,0,37.37923393526839,54.15942305290418,2,0.44066778896862646,115.25140186192468,1
46.17912048172472,123618.63235834542,19,Northeast,Affluent,38.17248542714632,7,0,146.92057394254473,73.60381990912134,1,0.15563999916887317,112.21257298285842,0
24.048827355927862,27558.296638719665,28,Northeast,Mass,64.88484857636684,0,0,13.551685629289457,44.236718870618226,0,0.6513458966997538,186.63615077847876,1
41.2733976353527,14000.0,25,Northeast,Mass,78.72170172883077,2,0,12.027700851457517,,0,0.7176750289856617,348.2876530881099,0
57.13853597421612,41005.61278918641,76,Northeast,Affluent,26.10504391095305,4,0,20.168318828559393,76.23171368151742,0,0.17868240390948315,50.88689162383247,0
55.90050049256736,58140.37060012838,94,South,Affluent,43.519694302777076,3,0,55.45460548559552,75.1861263975873,0,0.17715961105002023,90.19285400038162,0
