age,income,tenure_months,region,segment,risk_score,num_products,is_premium,usage,engagement,complaint_count,credit_util,y,y_class
33.259348772949416,14000.0,12,Midwest,Mass,47.55197018555074,1,0,3.1629454487992446,74.80727535356306,2,0.34720460309309104,71.02021668755945,0
69.48559816852915,92017.53344222173,34,South,Affluent,26.154482669072152,5,0,46.007766232883675,74.64164611757086,1,0.18975675128175679,50.11011904199687,0
50.80809790275809,35998.99904406684,51,Northeast,Mass,53.82962408685427,1,0,26.436135053889206,65.07784666548044,0,0.20897653126571483,29.81470577038524,0
37.31513559102177,73006.48233456489,27,Northeast,Affluent,28.992447365413568,2,1,54.794640151126764,82.21589320048541,0,0.38939184445639186,141.085752747142,0
26.69620737447173,20790.259440700473,15,Midwest,Mass,54.44349059226586,3,0,5.8695005982237145,79.11752136441004,2,0.42166012214825593,66.49933155145212,0
45.316471000974786,27720.329868966845,29,South,Mass,45.912727495067216,4,0,14.313043202243383,74.17061702016193,0,0.4441337284176181,110.08711939893668,0
36.20694232968255,23000.05731624346,21,Northeast,Mass,71.7909348760187,3,0,9.431060568530482,57.505793115825426,3,0.5295085486829625,228.80006274660656,0
47.34351302651048,58540.93257062386,48,Midwest,Private,35.07017952146022,4,0,25.502963979262837,62.432540427943934,0,0.2646925519461452,39.11709191757891,0
37.74367381210202,73162.13759635268,44,Northeast,Mass,42.24726676505489,3,0,18.4954296434603,68.6568837344938,2,0.24936336220292754,76.16728367607746,0
64.31185153600173,39375.02987807714,56,Northeast,Mass,53.82962408685427,0,1,36.23276100342284,69.80136806868968,0,0.36275390183034867,247.45436710797227,0
35.25264621233799,18349.33359604035,27,South,Mass,46.216483647063875,1,0,5.629307022290301,57.878765026518764,0,0.4741721713066104,64.35868302964711,1
20.320177969388737,38173.37600894154,16,Midwest,Mass,51.14663771067034,1,0,18.040644955980333,71.86163131523773,0,0.42628670240300087,87.70132885115346,0
49.01926443274556,44733.999561031116,12,Northeast,Mass,49.05584130040007,0,0,37.05815306062695,72.74605651738054,0,0.3848745959112395,62.94646499211845,0
30.907624724969327,14000.0,12,Midwest,Mass,99.0,1,0,17.01607909919361,35.74846196473497,3,0.7549110468573779,961.2455098452274,1
39.00661168604596,17526.080534604585,24,Northeast,Mass,68.20273477865047,0,0,22.096139799146535,42.8902600365503,0,0.5739510020023233,173.87175656868374,0
30.568061915075972,70802.92725084763,23,South,Mass,44.010725820224096,0,0,33.37900225987051,72.54984923373229,1,0.22005511013069778,60.17928031137788,0
38.73223491033703,51963.19961284724,39,Midwest,Mass,63.18690635375675,2,0,21.292945724295457,72.93588982687163,2,0.33238801979015803,139.93945118592555,0
32.724832188878246,43955.55203013891,10,Midwest,Mass,38.585163757011344,0,0,12.595399670493315,58.47932752046717,3,0.5345143615052715,82.77556336565021,0
52.01472965352162,40897.039160976085,49,Midwest,Affluent,62.164076170879085,3,0,18.188375186108157,33.31259844256947,0,0.5995891355599355,150.97690276411717,0
40.89693187133625,74653.8055872114,17,Midwest,Affluent,94.8149303327265,3,0,42.72063039635269,43.76956071179387,0,0.8184393419089544,405.4950107272198,1
50.98866307610421,23402.299795067764,26,Midwest,Mass,64.35809976008078,1,0,11.637559803816801,64.86912019419434,0,0.7123493636180566,194.73884067127622,1
