age,income,tenure_months,region,segment,risk_score,num_products,is_premium,usage,engagement,complaint_count,credit_util,y,y_class
30.296305605462496,82087.16072349223,13,Northeast,Mass,60.82965949335322,1,0,23.488190791951475,,2,0.5472753659115793,339.33262911489936,0
35.884747647455946,73124.66013593806,34,South,Private,52.47841232573661,0,0,22.42651048780111,72.03493694737837,3,0.5058950239027548,172.00355301909,0
31.748954571397697,118299.6237980536,43,South,Private,36.33763030205146,2,0,34.548482923467034,71.93725771081375,0,0.19751958531727484,82.66501445321911,1
49.918918385152175,19437.93228657787,52,West,Mass,42.24790249447725,3,0,24.794166533589923,54.52369116270762,0,0.07082200361582079,27.031515934076292,1
33.92988520776648,68353.9071752332,26,West,Mass,24.484391150638654,7,0,15.947123290953884,76.79477513196638,0,0.08786956103148329,49.13177689587042,1
39.82288972906194,19507.4000467628,33,Northeast,Mass,50.10003665340778,0,0,15.902217791854032,48.244713729244275,2,0.29138553142068885,68.25030494345413,0
36.37791947948623,14957.465261870057,29,Northeast,Mass,49.27996518500623,0,0,6.065812363432932,58.029593688895325,2,0.3440722729258819,69.81833558643665,0
61.094142353879704,25789.650315950916,53,South,Mass,53.98572284233161,2,1,9.478503880502934,65.18145455190762,0,0.29182740915491423,75.27977990993581,0
34.32901929070801,14819.667199583831,27,Northeast,Mass,82.41683844715939,3,1,5.153492108681314,34.15631527093926,1,0.6689985724770457,364.74221627272334,0
37.16975923363991,64964.44781080836,31,Northeast,Affluent,28.802694440056978,2,0,16.075219067176775,70.01292035129809,0,0.27376430470886215,62.97692966164003,1
31.547466372970636,22293.286023826964,45,South,Mass,57.055045627290355,3,0,11.017314737358006,63.157063742192,1,0.23467923607856286,66.6867000373334,0
41.7805355664078,37957.7985255173,14,Northeast,Mass,54.7056760068519,4,0,22.851390204922655,37.48576315651666,0,0.2976081478081462,111.83255584849593,0
37.981007920058595,35098.85872714907,35,South,Mass,53.398560403093896,0,0,13.91638207395291,56.759130892101396,0,0.47873477997200115,169.52021956128146,0
38.500335980429654,24761.07454342408,16,Midwest,Affluent,60.43472493712684,4,0,24.702217097020316,61.51654709964723,0,0.5841060582592751,281.1299408940946,1
18.0,33223.16424363476,2,Northeast,Mass,31.630904214934787,2,0,19.002235708449778,67.15637003949949,0,0.36819223984151966,46.69557077196179,0
31.264491129235605,32923.83689918645,51,Midwest,Private,71.17775383603193,5,0,26.862552664555427,56.13021499323323,0,0.4623231790113815,538.4094659997199,1
52.544274318240625,29605.117194742874,23,South,Mass,61.729642889731316,0,1,10.313980810126667,71.71195238259928,0,0.421872216838253,65.41109966563027,1
